	ERR688505_500K_merged_Abundance.RPKs	ERR688506_500K_merged_Abundance.RPKs	ERR688507_500K_merged_Abundance.RPKs	ERR688508_500K_merged_Abundance.RPKs	ERR688509_500K_merged_Abundance.RPKs	ERR688510_500K_merged_Abundance.RPKs	ERR688511_500K_merged_Abundance.RPKs	ERR688512_500K_merged_Abundance.RPKs	ERR688513_500K_merged_Abundance.RPKs	ERR688514_500K_merged_Abundance.RPKs	ERR688515_500K_merged_Abundance.RPKs	ERR688516_500K_merged_Abundance.RPKs	ERR688517_500K_merged_Abundance.RPKs	ERR688518_500K_merged_Abundance.RPKs	ERR688519_500K_merged_Abundance.RPKs	ERR688520_500K_merged_Abundance.RPKs	ERR688521_500K_merged_Abundance.RPKs	ERR688522_500K_merged_Abundance.RPKs	ERR688523_500K_merged_Abundance.RPKs	ERR688524_500K_merged_Abundance.RPKs	ERR688525_500K_merged_Abundance.RPKs	ERR688526_500K_merged_Abundance.RPKs	ERR688527_500K_merged_Abundance.RPKs	ERR688528_500K_merged_Abundance.RPKs	ERR688529_500K_merged_Abundance.RPKs	ERR688530_500K_merged_Abundance.RPKs	ERR688531_500K_merged_Abundance.RPKs	ERR688532_500K_merged_Abundance.RPKs	ERR688533_500K_merged_Abundance.RPKs	ERR688534_500K_merged_Abundance.RPKs	ERR688535_500K_merged_Abundance.RPKs	ERR688536_500K_merged_Abundance.RPKs	ERR688537_500K_merged_Abundance.RPKs	ERR688538_500K_merged_Abundance.RPKs	ERR688539_500K_merged_Abundance.RPKs	ERR688540_500K_merged_Abundance.RPKs	ERR688541_500K_merged_Abundance.RPKs	ERR688542_500K_merged_Abundance.RPKs	ERR688543_500K_merged_Abundance.RPKs	ERR688544_500K_merged_Abundance.RPKs	ERR688545_500K_merged_Abundance.RPKs	ERR688546_500K_merged_Abundance.RPKs	ERR688547_500K_merged_Abundance.RPKs	ERR688548_500K_merged_Abundance.RPKs	ERR688549_500K_merged_Abundance.RPKs	ERR688550_500K_merged_Abundance.RPKs	ERR688551_500K_merged_Abundance.RPKs	ERR688552_500K_merged_Abundance.RPKs	ERR688553_500K_merged_Abundance.RPKs	ERR688554_500K_merged_Abundance.RPKs	ERR688555_500K_merged_Abundance.RPKs	ERR688556_500K_merged_Abundance.RPKs	ERR688557_500K_merged_Abundance.RPKs	ERR688558_500K_merged_Abundance.RPKs	ERR688559_500K_merged_Abundance.RPKs	ERR688560_500K_merged_Abundance.RPKs	ERR688561_500K_merged_Abundance.RPKs	ERR688562_500K_merged_Abundance.RPKs	ERR688563_500K_merged_Abundance.RPKs	ERR688564_500K_merged_Abundance.RPKs	ERR688565_500K_merged_Abundance.RPKs	ERR688566_500K_merged_Abundance.RPKs	ERR688567_500K_merged_Abundance.RPKs	ERR688568_500K_merged_Abundance.RPKs	ERR688569_500K_merged_Abundance.RPKs	ERR688570_500K_merged_Abundance.RPKs	ERR688571_500K_merged_Abundance.RPKs	ERR688572_500K_merged_Abundance.RPKs	ERR688573_500K_merged_Abundance.RPKs	ERR688574_500K_merged_Abundance.RPKs	ERR688575_500K_merged_Abundance.RPKs	ERR688576_500K_merged_Abundance.RPKs	ERR688577_500K_merged_Abundance.RPKs	ERR688578_500K_merged_Abundance.RPKs	ERR688579_500K_merged_Abundance.RPKs	ERR688580_500K_merged_Abundance.RPKs	ERR688581_500K_merged_Abundance.RPKs	ERR688582_500K_merged_Abundance.RPKs	ERR688583_500K_merged_Abundance.RPKs	ERR688584_500K_merged_Abundance.RPKs	ERR688585_500K_merged_Abundance.RPKs	ERR688586_500K_merged_Abundance.RPKs	ERR688587_500K_merged_Abundance.RPKs	ERR688588_500K_merged_Abundance.RPKs	ERR688589_500K_merged_Abundance.RPKs	ERR688590_500K_merged_Abundance.RPKs	ERR688591_500K_merged_Abundance.RPKs	ERR688592_500K_merged_Abundance.RPKs	ERR688593_500K_merged_Abundance.RPKs	ERR688594_500K_merged_Abundance.RPKs	ERR688595_500K_merged_Abundance.RPKs	ERR688596_500K_merged_Abundance.RPKs	ERR688597_500K_merged_Abundance.RPKs	ERR688598_500K_merged_Abundance.RPKs	ERR688599_500K_merged_Abundance.RPKs	ERR688600_500K_merged_Abundance.RPKs	ERR688601_500K_merged_Abundance.RPKs	ERR688602_500K_merged_Abundance.RPKs	ERR688603_500K_merged_Abundance.RPKs	ERR688604_500K_merged_Abundance.RPKs	ERR688605_500K_merged_Abundance.RPKs	ERR688606_500K_merged_Abundance.RPKs	ERR688607_500K_merged_Abundance.RPKs	ERR688608_500K_merged_Abundance.RPKs	ERR688609_500K_merged_Abundance.RPKs	ERR688610_500K_merged_Abundance.RPKs	ERR688611_500K_merged_Abundance.RPKs	ERR688612_500K_merged_Abundance.RPKs	ERR688613_500K_merged_Abundance.RPKs	ERR688614_500K_merged_Abundance.RPKs	ERR688615_500K_merged_Abundance.RPKs	ERR688616_500K_merged_Abundance.RPKs	ERR688617_500K_merged_Abundance.RPKs	ERR688618_500K_merged_Abundance.RPKs	ERR688619_500K_merged_Abundance.RPKs	ERR688620_500K_merged_Abundance.RPKs	ERR688621_500K_merged_Abundance.RPKs	ERR688622_500K_merged_Abundance.RPKs	ERR688623_500K_merged_Abundance.RPKs	ERR688624_500K_merged_Abundance.RPKs	ERR688625_500K_merged_Abundance.RPKs	ERR688626_500K_merged_Abundance.RPKs	ERR688627_500K_merged_Abundance.RPKs	ERR688628_500K_merged_Abundance.RPKs	ERR688629_500K_merged_Abundance.RPKs	ERR688630_500K_merged_Abundance.RPKs	ERR688631_500K_merged_Abundance.RPKs	ERR688632_500K_merged_Abundance.RPKs	ERR688633_500K_merged_Abundance.RPKs	ERR688634_500K_merged_Abundance.RPKs	ERR688635_500K_merged_Abundance.RPKs	ERR688636_500K_merged_Abundance.RPKs	ERR688637_500K_merged_Abundance.RPKs	ERR688638_500K_merged_Abundance.RPKs	ERR688639_500K_merged_Abundance.RPKs	ERR688640_500K_merged_Abundance.RPKs	ERR688641_500K_merged_Abundance.RPKs	ERR688642_500K_merged_Abundance.RPKs	ERR688643_500K_merged_Abundance.RPKs	ERR688644_500K_merged_Abundance.RPKs	ERR688645_500K_merged_Abundance.RPKs	ERR688646_500K_merged_Abundance.RPKs	ERR688647_500K_merged_Abundance.RPKs	ERR688648_500K_merged_Abundance.RPKs	ERR688649_500K_merged_Abundance.RPKs	ERR688650_500K_merged_Abundance.RPKs	ERR688651_500K_merged_Abundance.RPKs	ERR710424_500K_merged_Abundance.RPKs	ERR710425_500K_merged_Abundance.RPKs	ERR710426_500K_merged_Abundance.RPKs	ERR710427_500K_merged_Abundance.RPKs	ERR710428_500K_merged_Abundance.RPKs	ERR710429_500K_merged_Abundance.RPKs	ERR710430_500K_merged_Abundance.RPKs	ERR710431_500K_merged_Abundance.RPKs	ERR710432_500K_merged_Abundance.RPKs
1.2.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13385e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50268e-06	0	0	0	2.34501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44734e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.779e-05	0	0	0	0	0	0	0	0	0
1.2.3.3	6.49452e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77876e-05	0	0	8.75787e-06	0	0	0	0	0	0	0	0	0	0	0	0	7.15877e-06	0	0	0	0	0	1.36656e-05	0	2.44645e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15102e-05	0	0	0	1.06639e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5461e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.4.1	1.71488e-05	0	0	0	0	0	7.31707e-06	0	9.8269e-05	0	0	3.69893e-05	0	0	9.53501e-06	0	0	0	0	6.21939e-06	0	0	0	0	0	0	4.68679e-05	1.93912e-05	0	0.000132779	2.49717e-05	8.34346e-06	0	0	0	0	7.98285e-05	0	0.000108593	0	1.1266e-05	0	0	9.52591e-05	5.8364e-06	0	0	1.14227e-05	7.52912e-06	8.78468e-06	0	2.78764e-05	4.57695e-05	0	2.36216e-05	0.000133249	0	6.67271e-05	1.17032e-05	1.64306e-05	0	0	1.10837e-05	0	1.02802e-05	4.12612e-05	0	0	0	0	0	0	6.31708e-05	0	0	0.000131898	8.5385e-06	0	6.20266e-05	0	0	0	0	0	0	5.54098e-06	0	0	0	0	0.00016033	0	0	6.60686e-06	6.56099e-05	8.57276e-06	0	1.40468e-05	0	1.82711e-05	0	0	6.2309e-06	0	0	0	0	4.24993e-05	1.59808e-05	0	0	1.39978e-05	0	0	0	0	7.38544e-06	0	0	1.01751e-05	6.71311e-06	0	0	0	1.62555e-05	0	5.37003e-05	0.000120532	0	0	0	1.08284e-05	0	0.000135846	0	5.74943e-05	0	0	0	0	1.14418e-05	0	0	0	0	0	0	0	0	0	0	0	7.33879e-06	0	0	0
1.2.4.2	0	0	7.67613e-06	4.08211e-05	0	0	0	0	8.57739e-05	0	0	2.55219e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55493e-05	3.50425e-05	0	0.000117123	0	0	0	0	1.37344e-05	8.16377e-06	2.93236e-05	0	9.39931e-05	0	2.0251e-05	0	0	0.000116053	0	0	1.80199e-05	1.20384e-05	0	0	0	0	5.72674e-05	0	5.25121e-05	0.000196775	0	6.714e-05	0	2.62277e-05	0	0	5.0288e-05	0	3.74971e-05	2.62565e-05	0	0	6.29892e-06	1.48461e-05	0	0	9.46648e-05	0	0	0.000124568	0	0	3.39428e-05	0	0	0	0	0	3.85768e-05	1.44929e-05	0	0	0	0	9.78414e-05	0	0	0	0	0	0	0	0	1.46273e-05	0	9.6914e-06	0	0	0	0	0	3.92027e-05	5.57657e-06	0	0	3.5589e-05	7.63e-06	1.7341e-05	6.78557e-06	0	3.01321e-05	0	0	1.92911e-05	0	0	0	1.14801e-05	0	1.84442e-05	9.56146e-05	0.00017979	0	0	0	9.60223e-06	0	0.000207736	0	4.24703e-05	2.2983e-05	5.85822e-06	0	0	1.48701e-05	0	0	0	0	0	1.41877e-05	0	0	0	0	0	0	0	0	0
1.2.4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79565e-06	9.9103e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34675e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37297e-05	1.07714e-05	0	0	0	0	4.91955e-06	0	0	1.42282e-05	0	0	0	0	0	0	0	0	0	3.58046e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.5.1	0	0	0	0	0	0	0	0	4.73094e-05	0	0	2.25925e-05	0	0	0	0	0	0	0	1.74367e-05	0	0	0	0	0	0	7.05267e-06	0	0	0.000139851	0	0	0	0	0	0	4.11321e-05	0	7.73065e-05	0	1.82919e-05	0	0	9.58849e-05	1.51714e-05	0	0	0	0	0	0	0	4.39844e-05	0	0	0.00014015	0	5.80403e-05	0	0	0	0	1.39101e-05	0	0	2.74613e-05	0	0	0	0	0	0	3.92874e-05	0	0	7.15994e-05	9.85211e-06	0	1.41001e-05	0	0	0	0	0	0	0	0	0	0	0	0.000156967	0	0	0	0	9.33435e-06	7.75233e-06	0	0	3.6573e-05	5.84044e-06	0	1.47399e-05	0	0	0	0	4.19927e-05	9.43899e-06	0	0	6.91402e-06	0	0	0	0	0	0	0	3.09607e-05	0	0	0	0	0	0	4.80848e-05	0.000123119	0	0	0	0	0	0.00014163	0	4.0224e-05	0	0	0	0	5.13556e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.7.1	0	3.32798e-05	3.41951e-05	8.9697e-06	8.99517e-06	2.9896e-05	2.37668e-05	4.34771e-05	2.07962e-05	6.54759e-05	1.44126e-05	2.2979e-05	0	6.76868e-05	6.44762e-06	9.06358e-06	5.77508e-05	3.19006e-05	8.82817e-06	0	0	1.31036e-05	0	1.65384e-05	0	0	1.1982e-05	8.70288e-06	4.64445e-05	4.71039e-05	1.07948e-05	9.39887e-05	2.92872e-05	8.5541e-06	0.000169299	0.000124547	2.88504e-05	0	1.39601e-05	3.5784e-05	2.01683e-05	2.47147e-05	0	3.45458e-05	0	1.2731e-05	2.67982e-05	9.04834e-05	2.38475e-05	5.68312e-06	2.76942e-05	0	6.65519e-05	1.98495e-05	4.59876e-06	1.75641e-05	0	1.94882e-05	0.000199132	0	4.68451e-05	0	0	2.57146e-05	9.70054e-06	5.52587e-05	7.26409e-05	3.37088e-05	4.49494e-05	0	0	1.27973e-05	1.34312e-05	2.20518e-05	0	4.32821e-05	1.68654e-05	1.01969e-05	2.28544e-05	1.52864e-05	0	0	1.59691e-05	6.88122e-05	0	1.63705e-05	6.71626e-05	3.08903e-05	0	4.76445e-05	4.81041e-05	2.15069e-05	1.62168e-05	1.89117e-05	9.81629e-05	0	0	0	8.91051e-05	5.65609e-06	3.16154e-05	0.00026058	1.46581e-05	8.62679e-06	1.54046e-05	0	4.73612e-05	5.25689e-05	2.0582e-05	0	3.98194e-05	0	5.83517e-05	0	6.62955e-06	7.51461e-06	5.49574e-05	2.55136e-05	1.66651e-05	0	8.30899e-06	2.45242e-05	0	0.000116283	8.02039e-06	0	0	4.38291e-05	0	0	7.28233e-06	2.26665e-05	5.74063e-05	1.27908e-05	0	0	6.43638e-05	0	7.27204e-05	0	3.35183e-05	6.63245e-06	1.13945e-05	0	6.37065e-06	0	0	8.31787e-06	0	2.2761e-05	0	1.76581e-05	0	1.092e-05	0	0
1.2.7.3	0	1.01653e-05	0	0	0	0	0	0	0	0	6.9825e-05	0	0	0	0	0	0	0	0	0	0	0	1.64207e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.64092e-06	0	0	6.95897e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.19546e-06	5.96886e-05	0	7.8528e-06	1.51591e-05	0	0	0	0	1.65976e-05	0	0	0	0	0	1.08554e-05	0	0	0	0	0	0	1.52081e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07878e-05	0	0	0	0	0	0	5.13596e-05	0	1.16844e-05	0	0	0	0	0	0	0	1.53922e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.7.4	3.67434e-05	1.75962e-05	2.29822e-05	7.98117e-06	3.4649e-05	0.000107243	8.87294e-05	0.000101646	5.80421e-05	4.0849e-05	2.46357e-05	8.49908e-06	9.13127e-06	2.7147e-05	0.000110549	1.30963e-05	6.13359e-05	5.31602e-05	2.47915e-05	2.07575e-05	2.08471e-05	5.26452e-05	1.13237e-05	0	1.24038e-05	1.86562e-05	0.000104711	2.23282e-05	9.65746e-06	1.52761e-05	4.28964e-05	7.64965e-05	0.000128225	6.72543e-05	7.28096e-05	0	1.42328e-05	5.77872e-05	2.31001e-05	9.84411e-06	1.33086e-05	3.53817e-05	2.73739e-05	3.96688e-05	9.22966e-05	3.31902e-05	0	4.63205e-05	3.47808e-05	5.88059e-05	2.03445e-05	1.58608e-05	2.56295e-05	0	7.50784e-06	1.97986e-05	7.31408e-05	4.45827e-05	0.000117987	0	3.00615e-05	7.13602e-05	2.05389e-05	6.88801e-05	0	7.07846e-06	7.79857e-05	5.72026e-05	4.97912e-05	1.01494e-05	0	1.71468e-05	1.1083e-05	1.20228e-05	0	1.08512e-05	6.97727e-06	7.66058e-06	9.39092e-06	6.81788e-05	3.00292e-05	1.67738e-05	5.58012e-05	9.21477e-05	1.10579e-05	9.07056e-06	6.76576e-05	0	0	2.95676e-05	1.6477e-05	5.76618e-05	1.99526e-05	0.000130325	7.97965e-05	2.71361e-06	5.48317e-05	9.8293e-05	9.86892e-05	8.09011e-06	1.75837e-05	2.31554e-05	0.000170905	6.50221e-05	4.68103e-05	0	3.37052e-05	6.21353e-05	2.08852e-05	1.25332e-05	6.81185e-05	5.60862e-05	5.0104e-05	0	7.95567e-06	2.92279e-05	5.42838e-05	5.5039e-05	3.43104e-05	3.42724e-05	1.47517e-05	2.2755e-05	1.98905e-05	4.23908e-05	4.71329e-05	1.26619e-05	7.68809e-05	4.82309e-06	0	9.86788e-06	8.69382e-06	0	0	3.70182e-06	0	1.55061e-05	5.90367e-05	0	0	0	7.87e-05	1.23702e-05	2.6209e-05	0	2.23931e-05	0	3.06598e-05	0	6.57504e-06	4.96296e-05	0	0	0	3.14025e-05	0	0
1.2.7.5	0	0	0	0	0	0	0	0	1.19903e-06	0	0	0	0	8.6327e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41762e-06	0	0	0	0	0	0	1.27222e-06	0	0	0	0	0	0	1.62349e-06	0	6.56886e-06	0	0	0	0	0	0	6.14151e-06	0	0	0	0	1.7003e-06	0	0	0	0	0	0	0	8.46906e-07	0	0	0	0	0	0	1.35566e-06	0	0	1.30471e-06	0	0	7.44794e-07	0	0	0	0	0	0	0	0	7.74188e-06	0	0	6.46772e-07	0	0	0	0	0	0	8.73092e-06	1.1843e-05	0	0	0	0	0	0	0	0	1.85915e-06	0	0	0	0	1.94565e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90253e-07	1.88229e-06	0	0	0	0	0	1.73281e-06	0	0	0	0	0	0	9.95678e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04026e-05	0	1.75136e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61826e-05	0	9.72613e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70723e-05	0	1.1271e-05	1.80744e-05	0	0	2.62837e-05	0	2.35973e-05	0	0	1.94213e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.22901e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.29764e-05	0	0	0	0	0	0	0	0	9.24817e-06	0	0	2.76969e-05	0	0	0	1.89314e-05	0	0	0	0	0	1.36593e-05	0	0	1.13424e-05	0	5.61471e-05	0	7.94556e-06	0	0.000106806	2.1171e-05	5.99596e-05	0	0	8.25337e-06	0	1.19499e-05	1.04439e-05	6.55745e-06	0	0	0
1.2.7.8	1.2323e-05	4.29591e-05	1.4914e-05	0	0	2.84933e-05	1.72713e-05	3.22794e-05	1.01651e-05	2.78239e-05	4.74956e-05	6.05817e-06	5.05855e-05	1.60971e-05	8.85383e-06	1.7822e-05	4.53489e-05	3.29251e-05	2.32168e-05	0.000101445	1.80508e-05	5.37101e-06	6.4764e-05	4.00048e-05	3.06405e-05	0	1.98347e-05	9.42789e-06	1.88929e-05	0	8.14193e-06	3.94494e-05	1.99967e-05	1.78343e-05	0	0.00021737	5.91533e-05	0	0.000171924	0.00010529	2.61579e-05	2.06371e-05	0	1.28323e-05	2.59622e-05	1.03682e-05	8.42542e-06	4.141e-05	1.81024e-05	8.8682e-06	1.19e-05	6.90369e-05	6.88126e-06	5.99597e-05	5.487e-05	0	0	1.19321e-05	0	3.95798e-05	6.68023e-05	7.74617e-06	1.75821e-05	9.38609e-06	2.15216e-05	8.67702e-06	7.44894e-06	6.68536e-06	2.82652e-05	4.06229e-05	8.99624e-05	4.47891e-05	9.01722e-05	6.55152e-05	2.18903e-05	0	0.00011646	6.767e-05	5.20504e-05	1.79719e-05	7.98604e-06	3.53983e-05	7.76821e-06	1.31385e-05	6.84405e-05	3.3352e-05	1.83673e-05	2.14235e-05	8.44737e-06	0	9.65069e-06	9.80443e-06	3.08124e-05	1.19e-05	1.85308e-05	1.09362e-05	0	5.43708e-06	3.91842e-05	5.70973e-05	6.52252e-06	0	0	0	2.6237e-05	7.60473e-05	4.70013e-05	6.64069e-06	4.69924e-05	0	8.20207e-06	7.76927e-06	2.28753e-05	5.6534e-05	7.15728e-05	2.38522e-05	1.3897e-05	1.284e-05	2.11874e-05	4.88644e-05	5.6433e-05	4.00448e-05	3.75528e-05	0.000139047	6.59108e-05	5.69552e-05	0.000204426	7.63181e-06	8.16718e-05	2.5328e-05	1.70552e-05	0	2.30062e-05	0	7.49524e-05	8.20112e-06	2.81402e-05	6.37701e-05	0	0.00015667	3.69656e-05	6.16237e-05	1.82393e-05	0.000272552	4.46019e-05	0.000172777	1.76071e-05	1.16575e-05	7.18011e-05	8.67602e-06	1.1334e-05	3.3929e-05	1.41071e-05	0	1.02991e-05	4.17277e-05
1.2.98.1	0	0	0	0	0	0	0	0	2.64618e-05	0	0	3.91768e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80102e-06	0	0	0	0	0	0	0	0	4.87259e-06	0	2.67997e-06	0	0	0	0	2.89688e-05	0	0	0	0	0	0	0	0	2.69649e-05	0	0	0	0	1.82167e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11882e-05	0	0	2.57361e-05	0	0	1.29333e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02532e-05	0	0	0	0	0	0	0	0	0	0	0	3.67445e-05	0	0	0	0	0	0	0	0	1.72707e-05	0	0	6.98627e-06	0	0	0	0	0	0	0	3.69124e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.99.2	1.0202e-05	1.16111e-05	5.7607e-05	2.64927e-05	5.34978e-05	5.04548e-05	4.23577e-05	0.000120776	2.28142e-05	4.58577e-05	3.15154e-05	2.23723e-05	0	7.73231e-05	6.17022e-05	2.82767e-05	5.39899e-05	8.88036e-05	9.14739e-06	0	2.44593e-05	4.77258e-05	0	2.21015e-05	0	1.69523e-05	0.000149035	0	4.4931e-05	6.18861e-06	9.9472e-05	5.40045e-05	0.000100427	6.54502e-05	0.000126776	0	3.05462e-05	0.000104244	1.4201e-05	6.69709e-06	1.99195e-05	3.25568e-05	3.38951e-05	3.1217e-05	0.000125694	5.30552e-05	1.53615e-05	8.94056e-05	7.51687e-05	4.04641e-05	1.97466e-05	0	5.63733e-05	0	0	0	0.000155875	6.54271e-05	0.000136588	9.16024e-06	1.80684e-05	9.49518e-05	1.07265e-05	9.08312e-05	0	0	4.69548e-05	5.07613e-05	1.63429e-05	5.06268e-06	0	2.29937e-05	0	1.61328e-05	1.02512e-05	0	0	0	1.13851e-05	5.46997e-05	6.52235e-05	1.80585e-05	5.62264e-05	8.72778e-05	6.80955e-06	6.71587e-05	5.88356e-05	2.80481e-05	5.28553e-05	3.63336e-05	1.11205e-05	2.89563e-05	4.01323e-05	0.000117143	0.000101916	8.36066e-06	4.98547e-05	8.32929e-05	9.0143e-05	0	1.62099e-05	0.00016267	0.000108436	5.41458e-05	4.13493e-05	2.01648e-05	5.28025e-05	3.58144e-05	3.15788e-05	1.32445e-05	5.06428e-05	8.09004e-05	6.82408e-05	2.68131e-05	3.04177e-05	8.05128e-05	6.57271e-05	4.81906e-05	5.65415e-05	0	1.17246e-05	0	0	5.02216e-05	2.46803e-05	9.68077e-06	7.50849e-05	0	2.23162e-05	0	0	8.06742e-05	7.4312e-06	0	1.83967e-05	1.49655e-05	6.41629e-05	9.18407e-06	0	0	4.51923e-05	6.90627e-06	4.85383e-05	0	3.1056e-05	1.7336e-05	3.0938e-05	1.03531e-05	0	2.65092e-05	0	0	2.4692e-05	5.83635e-05	2.70766e-05	0
1.2.99.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2.99.5	0	0	0	0	0	0	0	0	0	0	0	0	4.38925e-05	0	0	0	0	0	0	7.65354e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52234e-06	0	0	0	0	0	0	0	0	1.47899e-05	0	0.000127908	0	0	0	0	0	0	0	0	1.06848e-05	0	5.515e-05	0	0	0	0	0	0	0	0	0	0	6.09769e-06	0	0	0	0	0	0	0	0	0.000138965	0	0	9.90287e-06	2.45402e-05	0	0	0	0	0	0	0	0	0	0	1.6428e-05	0	0	0	0	0	4.09045e-05	0	0	0	0	0	0	0	3.87051e-05	0	0	0	0	0	0	0	3.99461e-05	0	0	0	0	0	2.26894e-05	0	0	1.00626e-05	0	0	0	0	0	0	4.64565e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58008e-05
1.2.99.6	0	0	0	0	0	0	0	0	2.67692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17639e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16613e-05	0	0	0	0	0	0	0	0	2.45509e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.46657e-06	0	0	0	0	0	0	1.24144e-05	0	0	2.21672e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16136e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4444e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32914e-06	0	0	0	0	0	9.21997e-06	0	0	0	0	0	0	0	0	0
