	ERR688505_500K_merged_Abundance.RPKs	ERR688506_500K_merged_Abundance.RPKs	ERR688507_500K_merged_Abundance.RPKs	ERR688508_500K_merged_Abundance.RPKs	ERR688509_500K_merged_Abundance.RPKs	ERR688510_500K_merged_Abundance.RPKs	ERR688511_500K_merged_Abundance.RPKs	ERR688512_500K_merged_Abundance.RPKs	ERR688513_500K_merged_Abundance.RPKs	ERR688514_500K_merged_Abundance.RPKs	ERR688515_500K_merged_Abundance.RPKs	ERR688516_500K_merged_Abundance.RPKs	ERR688517_500K_merged_Abundance.RPKs	ERR688518_500K_merged_Abundance.RPKs	ERR688519_500K_merged_Abundance.RPKs	ERR688520_500K_merged_Abundance.RPKs	ERR688521_500K_merged_Abundance.RPKs	ERR688522_500K_merged_Abundance.RPKs	ERR688523_500K_merged_Abundance.RPKs	ERR688524_500K_merged_Abundance.RPKs	ERR688525_500K_merged_Abundance.RPKs	ERR688526_500K_merged_Abundance.RPKs	ERR688527_500K_merged_Abundance.RPKs	ERR688528_500K_merged_Abundance.RPKs	ERR688529_500K_merged_Abundance.RPKs	ERR688530_500K_merged_Abundance.RPKs	ERR688531_500K_merged_Abundance.RPKs	ERR688532_500K_merged_Abundance.RPKs	ERR688533_500K_merged_Abundance.RPKs	ERR688534_500K_merged_Abundance.RPKs	ERR688535_500K_merged_Abundance.RPKs	ERR688536_500K_merged_Abundance.RPKs	ERR688537_500K_merged_Abundance.RPKs	ERR688538_500K_merged_Abundance.RPKs	ERR688539_500K_merged_Abundance.RPKs	ERR688540_500K_merged_Abundance.RPKs	ERR688541_500K_merged_Abundance.RPKs	ERR688542_500K_merged_Abundance.RPKs	ERR688543_500K_merged_Abundance.RPKs	ERR688544_500K_merged_Abundance.RPKs	ERR688545_500K_merged_Abundance.RPKs	ERR688546_500K_merged_Abundance.RPKs	ERR688547_500K_merged_Abundance.RPKs	ERR688548_500K_merged_Abundance.RPKs	ERR688549_500K_merged_Abundance.RPKs	ERR688550_500K_merged_Abundance.RPKs	ERR688551_500K_merged_Abundance.RPKs	ERR688552_500K_merged_Abundance.RPKs	ERR688553_500K_merged_Abundance.RPKs	ERR688554_500K_merged_Abundance.RPKs	ERR688555_500K_merged_Abundance.RPKs	ERR688556_500K_merged_Abundance.RPKs	ERR688557_500K_merged_Abundance.RPKs	ERR688558_500K_merged_Abundance.RPKs	ERR688559_500K_merged_Abundance.RPKs	ERR688560_500K_merged_Abundance.RPKs	ERR688561_500K_merged_Abundance.RPKs	ERR688562_500K_merged_Abundance.RPKs	ERR688563_500K_merged_Abundance.RPKs	ERR688564_500K_merged_Abundance.RPKs	ERR688565_500K_merged_Abundance.RPKs	ERR688566_500K_merged_Abundance.RPKs	ERR688567_500K_merged_Abundance.RPKs	ERR688568_500K_merged_Abundance.RPKs	ERR688569_500K_merged_Abundance.RPKs	ERR688570_500K_merged_Abundance.RPKs	ERR688571_500K_merged_Abundance.RPKs	ERR688572_500K_merged_Abundance.RPKs	ERR688573_500K_merged_Abundance.RPKs	ERR688574_500K_merged_Abundance.RPKs	ERR688575_500K_merged_Abundance.RPKs	ERR688576_500K_merged_Abundance.RPKs	ERR688577_500K_merged_Abundance.RPKs	ERR688578_500K_merged_Abundance.RPKs	ERR688579_500K_merged_Abundance.RPKs	ERR688580_500K_merged_Abundance.RPKs	ERR688581_500K_merged_Abundance.RPKs	ERR688582_500K_merged_Abundance.RPKs	ERR688583_500K_merged_Abundance.RPKs	ERR688584_500K_merged_Abundance.RPKs	ERR688585_500K_merged_Abundance.RPKs	ERR688586_500K_merged_Abundance.RPKs	ERR688587_500K_merged_Abundance.RPKs	ERR688588_500K_merged_Abundance.RPKs	ERR688589_500K_merged_Abundance.RPKs	ERR688590_500K_merged_Abundance.RPKs	ERR688591_500K_merged_Abundance.RPKs	ERR688592_500K_merged_Abundance.RPKs	ERR688593_500K_merged_Abundance.RPKs	ERR688594_500K_merged_Abundance.RPKs	ERR688595_500K_merged_Abundance.RPKs	ERR688596_500K_merged_Abundance.RPKs	ERR688597_500K_merged_Abundance.RPKs	ERR688598_500K_merged_Abundance.RPKs	ERR688599_500K_merged_Abundance.RPKs	ERR688600_500K_merged_Abundance.RPKs	ERR688601_500K_merged_Abundance.RPKs	ERR688602_500K_merged_Abundance.RPKs	ERR688603_500K_merged_Abundance.RPKs	ERR688604_500K_merged_Abundance.RPKs	ERR688605_500K_merged_Abundance.RPKs	ERR688606_500K_merged_Abundance.RPKs	ERR688607_500K_merged_Abundance.RPKs	ERR688608_500K_merged_Abundance.RPKs	ERR688609_500K_merged_Abundance.RPKs	ERR688610_500K_merged_Abundance.RPKs	ERR688611_500K_merged_Abundance.RPKs	ERR688612_500K_merged_Abundance.RPKs	ERR688613_500K_merged_Abundance.RPKs	ERR688614_500K_merged_Abundance.RPKs	ERR688615_500K_merged_Abundance.RPKs	ERR688616_500K_merged_Abundance.RPKs	ERR688617_500K_merged_Abundance.RPKs	ERR688618_500K_merged_Abundance.RPKs	ERR688619_500K_merged_Abundance.RPKs	ERR688620_500K_merged_Abundance.RPKs	ERR688621_500K_merged_Abundance.RPKs	ERR688622_500K_merged_Abundance.RPKs	ERR688623_500K_merged_Abundance.RPKs	ERR688624_500K_merged_Abundance.RPKs	ERR688625_500K_merged_Abundance.RPKs	ERR688626_500K_merged_Abundance.RPKs	ERR688627_500K_merged_Abundance.RPKs	ERR688628_500K_merged_Abundance.RPKs	ERR688629_500K_merged_Abundance.RPKs	ERR688630_500K_merged_Abundance.RPKs	ERR688631_500K_merged_Abundance.RPKs	ERR688632_500K_merged_Abundance.RPKs	ERR688633_500K_merged_Abundance.RPKs	ERR688634_500K_merged_Abundance.RPKs	ERR688635_500K_merged_Abundance.RPKs	ERR688636_500K_merged_Abundance.RPKs	ERR688637_500K_merged_Abundance.RPKs	ERR688638_500K_merged_Abundance.RPKs	ERR688639_500K_merged_Abundance.RPKs	ERR688640_500K_merged_Abundance.RPKs	ERR688641_500K_merged_Abundance.RPKs	ERR688642_500K_merged_Abundance.RPKs	ERR688643_500K_merged_Abundance.RPKs	ERR688644_500K_merged_Abundance.RPKs	ERR688645_500K_merged_Abundance.RPKs	ERR688646_500K_merged_Abundance.RPKs	ERR688647_500K_merged_Abundance.RPKs	ERR688648_500K_merged_Abundance.RPKs	ERR688649_500K_merged_Abundance.RPKs	ERR688650_500K_merged_Abundance.RPKs	ERR688651_500K_merged_Abundance.RPKs	ERR710424_500K_merged_Abundance.RPKs	ERR710425_500K_merged_Abundance.RPKs	ERR710426_500K_merged_Abundance.RPKs	ERR710427_500K_merged_Abundance.RPKs	ERR710428_500K_merged_Abundance.RPKs	ERR710429_500K_merged_Abundance.RPKs	ERR710430_500K_merged_Abundance.RPKs	ERR710431_500K_merged_Abundance.RPKs	ERR710432_500K_merged_Abundance.RPKs
4.1.99.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.99.3	0	0	0	0	0	0	0	0	8.64493e-05	0	0	1.84214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010376	0	0	0	0	0	0	6.39344e-06	0	4.22445e-05	0	9.22879e-06	0	0	6.08325e-05	0	0	0	0	0	0	0	0	5.23885e-05	0	0	4.38655e-05	0	2.27346e-05	0	0	9.47169e-06	0	0	0	0	3.70717e-05	0	0	0	0	0	0	1.40831e-05	0	0	0.00015626	0	0	2.05754e-05	0	0	0	0	0	0	0	0	0	0	0	0.000134472	0	0	0	0	1.62626e-05	0	0	0	1.96795e-05	0	0	0	0	0	0	0	3.24589e-05	4.4135e-06	0	0	1.27606e-05	0	0	0	0	2.23248e-05	0	0	0	0	0	0	0	0	0	3.54326e-05	8.89378e-05	0	0	0	0	0	0.000107107	0	0	0	9.81246e-06	0	0	8.61332e-06	0	0	0	0	0	8.28156e-06	0	0	0	0	0	0	0	0	0
4.2.1.1	6.14017e-05	1.14615e-05	2.66311e-05	0	2.5177e-05	5.74399e-05	4.22668e-05	8.11294e-05	0.000114078	1.8848e-05	1.11336e-05	7.25859e-05	0	2.89564e-05	2.83698e-05	2.26266e-05	5.53267e-05	5.74832e-05	1.07166e-05	1.92496e-05	0	1.77584e-05	2.9383e-05	0	2.63995e-05	5.52115e-05	3.43191e-05	0.000182952	4.43451e-05	0.000153066	4.98487e-05	4.03854e-05	2.84064e-05	1.35182e-05	9.65723e-05	9.90665e-06	6.89066e-05	3.86729e-05	8.32577e-05	0	2.8141e-05	0	6.94968e-06	9.26252e-05	3.66413e-05	7.77775e-05	0	4.61772e-05	8.372e-06	0.000205862	2.43245e-05	2.90868e-05	0.000109366	0	0	0.000120431	8.17138e-05	0.000160406	0.000128438	4.05866e-05	0	3.60977e-05	4.18453e-05	1.5511e-05	1.88305e-05	7.25062e-05	6.25408e-05	3.23931e-05	2.58666e-05	1.34161e-05	5.37345e-05	7.57683e-06	6.46316e-05	2.10076e-05	3.48918e-05	0.000171747	2.48628e-05	0	4.05644e-05	9.75896e-05	0.000130854	6.18065e-06	2.58197e-05	7.91609e-06	2.84687e-05	3.64242e-05	0.000124933	0.000121552	8.4761e-06	0.000211964	0.000134677	9.32349e-05	1.44805e-05	8.12525e-05	3.52201e-05	8.31366e-06	0	8.98007e-06	4.59241e-05	1.52472e-05	0.000105286	0.000104984	6.10544e-06	2.09806e-05	0	4.24234e-05	4.8497e-05	8.05365e-05	4.48766e-05	1.64169e-05	0.000163051	5.96802e-05	8.37931e-05	2.00751e-05	4.31472e-05	2.43098e-05	3.50513e-05	1.61935e-05	5.82675e-05	1.78774e-05	0	0	1.32181e-05	3.66142e-05	3.54631e-05	0	2.38755e-05	0.000113755	1.24677e-05	0	3.21919e-05	2.4873e-05	0	0.000111577	0	0.000131035	1.82984e-05	2.70689e-05	9.55873e-06	2.49652e-05	5.64014e-05	3.54634e-05	6.37137e-05	0.000139547	9.01822e-06	5.09216e-05	1.44509e-05	0	3.60877e-05	2.66637e-05	2.51421e-05	1.32145e-05	1.35612e-05	3.04547e-05	9.07284e-06	1.05535e-05
4.2.1.10	0.000151724	0.000107143	0.000168876	7.51968e-05	0.000183234	0.000210723	0.000163622	0.000199536	0.000160623	0.000152315	0.000106217	0.000163429	9.93635e-05	0.000172715	0.000162876	0.000231329	0.000196495	0.000124149	0.000126891	5.55597e-05	0.000150465	0.000146028	2.44581e-05	7.21945e-05	0.000139091	0.000246082	0.000158832	0.000171935	0.000202626	9.92906e-05	0.000119656	0.000150723	0.00016874	0.000158119	0.000133201	0.000101921	0.000104512	0.00019965	0.000190264	0.000123733	0.000100806	0.000170619	0.000124616	8.3565e-05	0.00010416	0.000140808	8.83474e-05	0.000117884	9.65745e-05	0.000198154	0.000239568	0.00021458	0.00014698	0.000176994	0.00014176	0.000122536	0.000174465	0.00012846	0.000163284	0.00012578	7.72757e-05	0.000150588	8.99515e-05	0.000136893	5.62515e-05	0.000112928	0.000132238	0.000146048	0.000183277	0.00010264	8.46781e-05	0.000128959	9.70149e-05	0.000135658	6.74532e-05	0.000117048	0.000137936	9.04383e-05	0.000104728	0.000211129	8.46459e-05	0.0001429	0.000150029	0.000207906	0.000124037	8.68066e-05	0.000173648	0.000156342	0.000184298	0.000191951	8.85141e-05	0.000178291	9.98895e-05	0.000173719	0.000158297	6.03632e-05	0.000167959	0.000187343	0.000147	0.000121478	0.000210935	0.000157018	0.000131982	9.908e-05	0.000116558	3.74449e-05	0.000108639	0.00015071	0.000148787	6.65301e-05	0.000245484	0.000101366	0.000146299	0.000144419	0.000107364	0.000143724	0.000165224	0.00014608	0.000186895	0.000106425	0.000152159	0.000122978	0.000151381	0.000160008	0.000152242	8.74729e-05	0.000154817	9.51055e-05	9.88612e-05	9.64213e-05	0.000118281	0.000151763	0.000118824	7.77752e-05	7.61498e-05	0.000173531	0.00012023	0.000101031	0.000211591	0.000187438	0.000146975	0.000132613	0.000165998	0.000173009	0.000119333	0.000103813	9.72997e-05	8.04481e-05	0.000133323	8.0527e-05	0.000137463	8.41619e-05	0.000110911	0.000112294	0.000103241	0.000105514
4.2.1.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.055e-05	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.104	6.74585e-06	0	0	0	8.57745e-06	0	7.53072e-06	1.94271e-05	4.65381e-05	0	0	2.52003e-05	0	0	0	9.78049e-06	0	0	0	0	6.62504e-06	0	6.25788e-06	0	0	7.26721e-06	0	0	0	5.171e-05	1.66989e-05	8.35117e-06	0	0	0	3.08588e-05	1.12173e-05	0	0	0	0	1.10507e-05	0	4.17388e-05	5.40066e-06	0	0	0	0	0	0	0	1.25781e-05	7.45762e-06	0	0	0	1.28423e-05	0	0	9.99045e-06	0	0	0	0	2.094e-05	0	0	1.28284e-05	0	0	0	2.05452e-05	0	0	5.15952e-05	0	0	6.02368e-06	1.40688e-05	0	0	0	0	0	0	0	0	0	0	5.05414e-05	0	1.01235e-05	0	0	1.11579e-05	0	0	0	0	0	0	0	0	0	0	0	1.05082e-05	6.00659e-06	7.97178e-06	0	7.41009e-06	0	0	0	0	0	0	0	7.47564e-06	0	0	0	5.40316e-05	0	0	0	3.63659e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.107	0	5.9226e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38833e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53563e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63846e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.109	0	0	0	0	0	0	1.57618e-05	0	0	9.26442e-06	0	0	0	0	0	0	9.10868e-06	2.03591e-05	0	0	7.72885e-06	0	0	0	0	0	0.000143568	8.07163e-06	0	0	2.51547e-05	0	1.44029e-05	0	0	0	4.00743e-06	0	1.44541e-05	0	0	7.43114e-06	0	6.47896e-06	1.1466e-05	0	0	0	0	0	7.33305e-06	0	0	0	1.40934e-05	0	0	1.79692e-05	0	0	0	0	0	0	0	0	0	0	2.04523e-05	0	0	0	0	0	0	1.33261e-05	0	0	0	7.86979e-06	1.09133e-05	2.89233e-05	0	0	0	0	1.74849e-05	0	0	1.94632e-05	0	0	0	0	8.06487e-06	0	0	0	1.65963e-05	0	0	0	5.86298e-05	0	0	0	0	3.62583e-06	0	0	0	5.16165e-05	9.28449e-06	0	0	0	3.18074e-05	1.05632e-05	0	0	0	0	0	0	9.08798e-06	0	0	0	0	0	0	0	0	1.38362e-05	0	2.95154e-05	3.55927e-05	0	0	0	0	0	7.2452e-06	0	0	0	7.74587e-06	0	0	0	0	0	0	3.48477e-05	0	0
4.2.1.11	0.000205704	0.000141053	0.000191201	0.000285679	0.000257318	0.000265646	0.000318473	0.000217047	0.000209788	0.000188557	0.00011619	0.000214672	0.000117174	0.000266228	0.00034383	0.000274698	0.000235899	0.000264926	0.00022733	7.54754e-05	0.000133131	0.000191344	0.000143945	9.73058e-05	0.000148532	0.000238847	0.000321674	0.000264742	0.000268896	8.85365e-05	0.000254481	0.000213614	0.000339409	0.000241743	0.000348089	0.000149618	0.000129476	0.000212685	0.000183887	0.000126192	0.000118809	0.000217964	0.000250704	0.000207964	0.000265994	0.000254605	0.000158968	0.000262644	0.000145895	0.000268173	0.000217727	0.000185228	0.000282064	0.000190231	0.000173787	0.000192108	0.000406434	0.000307773	0.000388815	0.000170089	0.000141324	0.000279592	0.000196849	0.000257891	0.000220035	9.6961e-05	0.00022277	0.000242245	0.000238539	0.000175527	0.000127578	0.000138997	0.000170293	0.000165597	0.00014268	0.000207606	0.000163859	7.81413e-05	0.000102536	0.000278233	0.000183863	0.000136516	0.000280929	0.000289791	0.000194165	0.000131354	0.000314772	0.000174983	0.00016211	0.000304733	0.00012952	0.000217936	0.000276321	0.000262893	0.000289244	9.67214e-05	0.000166416	0.000282812	0.000255045	0.000174962	0.000163698	0.000303421	0.000192168	0.000207086	0.000177267	0.00010552	0.000208958	0.000213571	0.000219637	9.40526e-05	0.000263491	0.000256048	0.000358662	0.000180215	0.000150059	0.000240152	0.000202711	0.000270851	0.000169222	0.000104092	0.000272216	9.82681e-05	0.00012788	0.000261755	0.000207218	0.000117844	0.000182665	0.000154738	0.000156969	9.12235e-05	6.51288e-05	0.000169747	0.000208788	0.000269317	0.00019138	0.00021303	0.000233905	0.000211897	0.000173319	0.000243475	0.000168095	0.00022789	0.000139212	0.000132017	0.000184103	0.000225955	0.000106612	0.000148161	0.00012887	0.000200611	0.000139653	0.000113773	0.000102887	0.000201856	0.000171381	0.000129685
4.2.1.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.113	0	0	0	0	0	0	0	0	2.9625e-05	0	0	6.10409e-06	0	0	0	0	7.28431e-06	0	6.29595e-06	7.98287e-06	0	0	0	0	0	1.20839e-05	9.13768e-06	0	0	9.90836e-05	0	0	0	0	0	9.13993e-06	3.39384e-05	0	7.11554e-05	0	2.90158e-05	0	9.39565e-06	7.09959e-05	0	0	0	0	0	0	1.21826e-05	0	1.98002e-05	0	0	0.000124801	0	2.90661e-05	0	0	0	0	0	0	0	4.34254e-05	0	0	0	0	0	0	7.34295e-06	1.0934e-05	1.13014e-05	5.00963e-05	2.82427e-05	0	1.08587e-05	0	0	4.82791e-06	0	0	0	0	0	1.0763e-05	0	0	6.62412e-05	0	0	0	1.90813e-05	0	0	0	0	2.00629e-06	0	0	0	0	0	0	9.83489e-06	2.32187e-05	1.42927e-05	0	0	0	1.91306e-05	0	0	0	1.78046e-05	9.55215e-06	1.38798e-05	9.54839e-06	0	0	0	0	1.36294e-05	0	2.48939e-05	7.02425e-05	1.08731e-05	0	0	0	0	4.98524e-05	2.99397e-05	3.81337e-05	0	0	1.88958e-05	0	1.71105e-05	0	0	4.80243e-05	1.20944e-05	0	0	0	0	0	0	0	0	0	1.88218e-05	0
4.2.1.114	0	0	0	0	0	0	0	0	0	0	0	0	1.09285e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03411e-05	0	0	0	0	5.48623e-05	0	0	0	0	0	0	0	0	0	0	3.37672e-05	0	0	0	0	0	0	0	0	0	0	5.51329e-06	0	0	0	0	7.09169e-06	0	0	0	5.89888e-05	0	0	0	1.22788e-05	0	0	0	0	0	0	0	0	0	0	0	8.14986e-06	0	0	0	0	1.83752e-05	8.62564e-06	0	0	0	0	0	0	1.26003e-05	0	0	0	0	0	0	0	1.50154e-05	0	0	0	0	0	5.87158e-06	0	0	0	0	0	0	0	0	0	8.22216e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38928e-05
4.2.1.115	0	0	0	0	0	0	0	6.21001e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02887e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.82995e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.119	0	0	0	0	0	0	0	1.15114e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64851e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59769e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51645e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.12	0	0	0	0	0	0	0	0	5.22659e-05	0	0	2.17651e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01581e-05	0	8.10482e-05	0	0	0	0	0	0	1.53311e-05	0	0	0	6.87389e-06	0	0	4.20876e-05	0	0	0	0	0	0	0	0	4.70709e-05	0	1.24187e-05	0.000157144	0	2.52049e-05	0	0	0	0	1.97541e-05	0	0	2.35032e-05	0	0	0	0	0	0	1.02263e-05	0	0	5.08652e-05	0	0	1.22041e-05	0	0	0	0	0	0	0	0	0	0	0	8.64382e-05	0	3.73149e-06	0	0	0	0	0	0	0	0	0	8.07914e-06	0	0	0	0	2.62388e-05	0	0	0	1.94576e-05	0	0	0	0	1.35686e-05	0	0	0	0	0	0	0	0	0	3.75421e-05	7.66006e-05	0	0	0	0	0	0.000193794	0	3.08337e-05	0	0	0	0	2.99525e-06	0	3.17081e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21287e-06	0	0	0	8.96033e-06	0	0	0	0	0	0	0	2.02292e-05	9.48924e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.126	3.79346e-05	0	3.32348e-05	1.47377e-05	5.36391e-05	3.94576e-05	0	2.43078e-05	6.14402e-05	1.88547e-05	3.05921e-05	1.06963e-05	4.78531e-05	3.5742e-05	2.09706e-05	5.94169e-05	4.98524e-05	3.08945e-05	2.36459e-05	2.23489e-05	0	5.11064e-05	2.26583e-05	7.29193e-06	0	2.59471e-05	3.12463e-05	4.17838e-05	3.13269e-05	0.000122071	0	0	0	0	0	0	3.81134e-05	0	8.83796e-05	2.55972e-05	1.03658e-05	0	7.58842e-06	4.94436e-05	1.05807e-05	2.69087e-05	8.54012e-06	0	1.62775e-05	0	3.18515e-05	2.57571e-05	4.65566e-05	3.59822e-05	1.7162e-05	8.18026e-05	0	3.85956e-05	2.21106e-05	2.35132e-05	1.42011e-05	3.6468e-05	8.87345e-06	0	1.27044e-05	5.15742e-05	4.37465e-05	3.24693e-05	1.91286e-05	0	1.60147e-05	1.54473e-05	2.23577e-05	2.53045e-05	1.41297e-05	5.5062e-05	2.82627e-05	1.45461e-05	3.92855e-05	3.34362e-05	4.85349e-05	3.50939e-05	0	8.2221e-06	0	2.44793e-05	8.63871e-06	6.51693e-06	3.82483e-05	0	0.000225332	1.61708e-05	0	0	3.18379e-05	4.84172e-05	2.02743e-05	3.25146e-05	0	6.72872e-05	4.52241e-05	4.37029e-05	5.47229e-06	1.4647e-05	2.15108e-05	3.42374e-05	2.04846e-05	6.98538e-05	5.82451e-05	0	2.16006e-05	2.74756e-05	4.53327e-05	0	3.66356e-05	0	1.70592e-05	1.4341e-05	2.14029e-05	4.62701e-05	3.18734e-05	1.18085e-05	0	2.82808e-05	2.09564e-05	8.5531e-06	9.76113e-05	0.000137499	1.00695e-05	2.27548e-05	1.54363e-05	7.03482e-06	4.72773e-05	8.794e-05	2.27486e-05	5.33957e-05	2.4985e-05	8.75129e-05	8.93109e-05	2.47544e-05	5.47236e-05	0	2.67053e-05	8.26994e-05	5.30512e-05	7.59667e-05	0	4.22747e-05	3.77565e-05	2.06762e-05	2.12284e-05	8.16103e-05	1.04079e-05	0	2.05286e-05	3.07553e-05
4.2.1.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
